Year,Municipality,Math_grade_rate_result,Other Parties,The Centre Party,The Christian Democratic Party,The Green Party,The Left Party,The Liberal Party,The Moderate Party,The Social Democratic Party,The Sweden Democrats,Average_income,Income_inequality,Median_income,Lower_education_count,Higher_education_count,Total_population,Lower_education_percentage,Higher_education_percentage,Higher_to_lower_education_ratio,Population,Previous_population,Population_growth_rate,Population_growth
2022,Gagnef,91.0,9.0,20.0,17.0,3.0,6.0,3.0,11.0,20.0,11.0,6.4,360.1,331.9,1062.0,1270.0,10487.0,10.13,12.11,1.1959,10497.0,10487.0,0.0009535615523982073,10.0
2022,Hedemora,89.1,11.0,11.0,3.0,3.0,6.0,0.0,23.0,26.0,17.0,7.2,342.8,313.6,1466.0,1591.0,15441.0,9.49,10.3,1.0853,15446.0,15441.0,0.0003238132245320899,5.0
2022,Leksand,84.3,20.0,12.0,7.000000000000001,2.0,12.0,2.0,15.0,20.0,10.0,6.5,389.2,340.8,1848.0,2521.0,16119.0,11.46,15.64,1.3642,16014.0,16119.0,-0.0065140517401823935,-105.0
2022,Ludvika,84.5,2.0,9.0,4.0,4.0,9.0,2.0,22.0,31.0,16.0,6.6,338.7,313.7,2392.0,3293.0,26343.0,9.08,12.5,1.3767,26498.0,26343.0,0.005883916030824127,155.0
2022,Malung-Sälen,93.3,10.0,5.0,0.0,0.0,5.0,3.0,26.0,36.0,15.0,6.9,389.2,339.2,914.0,964.0,10215.0,8.95,9.44,1.0547,10159.0,10215.0,-0.00548213411649535,-56.0
2022,Mora,85.1,20.0,22.0,5.0,0.0,5.0,0.0,12.0,24.0,12.0,6.3,369.8,326.4,2137.0,2773.0,20669.0,10.34,13.42,1.2976,20603.0,20669.0,-0.0031931878658861094,-66.0
2022,Orsa,92.6,0.0,35.0,6.0,3.0,6.0,0.0,10.0,23.0,16.0,7.5,335.8,308.1,660.0,772.0,6926.0,9.53,11.15,1.1697,6926.0,6926.0,0.0,0.0
2022,Rättvik,90.1,0.0,26.0,8.0,0.0,3.0,0.0,18.0,28.000000000000004,18.0,6.8,358.1,330.3,1170.0,1317.0,11138.0,10.5,11.82,1.1256,11089.0,11138.0,-0.004399353564374214,-48.99999999999999
2022,Smedjebacken,92.9,0.0,6.0,0.0,3.0,3.0,0.0,14.000000000000002,56.99999999999999,17.0,5.8,357.1,332.6,970.0,1103.0,10953.0,8.86,10.07,1.1371,10935.0,10953.0,-0.0016433853738701725,-18.0
2022,Säter,85.1,0.0,14.000000000000002,6.0,3.0,6.0,3.0,20.0,34.0,14.000000000000002,6.0,359.5,333.0,1143.0,1395.0,11263.0,10.15,12.39,1.2205,11227.0,11263.0,-0.003196306490277901,-36.0
2022,Vansbro,72.0,0.0,19.0,19.0,0.0,6.0,0.0,19.0,26.0,10.0,6.7,371.6,313.0,531.0,571.0,6788.0,7.82,8.41,1.0753,6764.0,6788.0,-0.0035356511490866236,-24.0
2022,Älvdalen,82.7,6.0,28.999999999999996,0.0,0.0,3.0,0.0,11.0,28.999999999999996,23.0,7.4,344.8,321.2,554.0,598.0,7012.0,7.9,8.53,1.0794,7029.0,7012.0,0.0024244152880775814,17.0
2023,Avesta,81.9,0.0,7.000000000000001,5.0,0.0,5.0,0.0,22.0,44.0,17.0,7.8,339.0,314.4,2032.0,2216.0,22813.0,8.91,9.71,1.0906,22926.0,22813.0,0.0049533160917021,113.00000000000001
2023,Borlänge,85.0,0.0,8.0,7.000000000000001,3.0,7.000000000000001,5.0,18.0,34.0,18.0,7.9,334.0,306.5,5432.0,6572.0,51774.0,10.49,12.69,1.2099,52208.0,51774.0,0.008382585853903503,434.0
2023,Falun,90.2,0.0,11.0,7.000000000000001,5.0,8.0,5.0,20.0,33.0,11.0,6.9,362.5,326.9,7014.0,11968.0,59968.0,11.7,19.96,1.7063,59855.0,59968.0,-0.0018843383137673426,-113.0
2023,Gagnef,91.5,9.0,20.0,17.0,3.0,6.0,3.0,11.0,20.0,11.0,7.0,355.2,322.9,1054.0,1284.0,10438.0,10.1,12.3,1.2182,10487.0,10438.0,0.004694385897681549,49.00000000000001
2023,Hedemora,82.6,11.0,11.0,3.0,3.0,6.0,0.0,23.0,26.0,17.0,8.5,335.4,308.7,1487.0,1608.0,15336.0,9.7,10.49,1.0814,15441.0,15336.0,0.006846635367762128,105.0
2023,Leksand,87.2,20.0,12.0,7.000000000000001,2.0,12.0,2.0,15.0,20.0,10.0,7.8,373.9,333.8,1887.0,2538.0,16081.0,11.73,15.78,1.345,16119.0,16081.0,0.0023630371245569304,38.0
2023,Ludvika,85.5,2.0,9.0,4.0,4.0,9.0,2.0,22.0,31.0,16.0,7.3,338.0,311.9,2407.0,3447.0,26414.0,9.11,13.05,1.4321,26343.0,26414.0,-0.002687968501552207,-71.0
2023,Malung-Sälen,84.9,10.0,5.0,0.0,0.0,5.0,3.0,26.0,36.0,15.0,7.4,372.9,331.2,915.0,987.0,10196.0,8.97,9.68,1.0787,10215.0,10196.0,0.00186347587289133,19.0
2023,Mora,88.3,20.0,22.0,5.0,0.0,5.0,0.0,12.0,24.0,12.0,7.3,359.7,326.6,2137.0,2837.0,20560.0,10.39,13.8,1.3276,20669.0,20560.0,0.005301556420233463,109.0
2023,Orsa,84.6,0.0,35.0,6.0,3.0,6.0,0.0,10.0,23.0,16.0,8.7,327.8,307.5,662.0,793.0,6920.0,9.57,11.46,1.1979,6926.0,6920.0,0.0008670520231213873,6.0
2023,Rättvik,88.6,0.0,26.0,8.0,0.0,3.0,0.0,18.0,28.000000000000004,18.0,8.2,347.3,320.2,1197.0,1337.0,11082.0,10.8,12.06,1.117,11138.0,11082.0,0.005053239487457137,55.99999999999999
2023,Smedjebacken,92.2,0.0,6.0,0.0,3.0,3.0,0.0,14.000000000000002,56.99999999999999,17.0,6.9,356.3,329.0,996.0,1130.0,10956.0,9.09,10.31,1.1345,10953.0,10956.0,-0.0002738225629791895,-3.0
2023,Säter,82.8,0.0,14.000000000000002,6.0,3.0,6.0,3.0,20.0,34.0,14.000000000000002,7.0,349.5,325.9,1146.0,1438.0,11256.0,10.18,12.78,1.2548,11263.0,11256.0,0.0006218905472636816,7.0
2023,Vansbro,73.2,0.0,19.0,19.0,0.0,6.0,0.0,19.0,26.0,10.0,7.1,336.2,306.9,534.0,578.0,6734.0,7.93,8.58,1.0824,6788.0,6734.0,0.008019008019008018,53.99999999999999
2023,Älvdalen,87.8,6.0,28.999999999999996,0.0,0.0,3.0,0.0,11.0,28.999999999999996,23.0,7.8,340.5,318.5,550.0,610.0,6923.0,7.94,8.81,1.1091,7012.0,6923.0,0.012855698396648851,89.0
2024,Avesta,88.2,0.0,7.000000000000001,5.0,0.0,5.0,0.0,22.0,44.0,17.0,,,,,,,,,,,,,
2024,Borlänge,79.2,0.0,8.0,7.000000000000001,3.0,7.000000000000001,5.0,18.0,34.0,18.0,,,,,,,,,,,,,
2024,Falun,89.3,0.0,11.0,7.000000000000001,5.0,8.0,5.0,20.0,33.0,11.0,,,,,,,,,,,,,
2024,Gagnef,90.6,9.0,20.0,17.0,3.0,6.0,3.0,11.0,20.0,11.0,,,,,,,,,,,,,
2024,Hedemora,81.4,11.0,11.0,3.0,3.0,6.0,0.0,23.0,26.0,17.0,,,,,,,,,,,,,
2024,Leksand,83.9,20.0,12.0,7.000000000000001,2.0,12.0,2.0,15.0,20.0,10.0,,,,,,,,,,,,,
2024,Ludvika,89.8,2.0,9.0,4.0,4.0,9.0,2.0,22.0,31.0,16.0,,,,,,,,,,,,,
2024,Malung-Sälen,92.5,10.0,5.0,0.0,0.0,5.0,3.0,26.0,36.0,15.0,,,,,,,,,,,,,
2024,Mora,82.2,20.0,22.0,5.0,0.0,5.0,0.0,12.0,24.0,12.0,,,,,,,,,,,,,
2024,Orsa,68.4,0.0,35.0,6.0,3.0,6.0,0.0,10.0,23.0,16.0,,,,,,,,,,,,,
2024,Rättvik,89.7,0.0,26.0,8.0,0.0,3.0,0.0,18.0,28.000000000000004,18.0,,,,,,,,,,,,,
2024,Smedjebacken,85.0,0.0,6.0,0.0,3.0,3.0,0.0,14.000000000000002,56.99999999999999,17.0,,,,,,,,,,,,,
2024,Säter,80.5,0.0,14.000000000000002,6.0,3.0,6.0,3.0,20.0,34.0,14.000000000000002,,,,,,,,,,,,,
2024,Vansbro,89.2,0.0,19.0,19.0,0.0,6.0,0.0,19.0,26.0,10.0,,,,,,,,,,,,,
2024,Älvdalen,90.0,6.0,28.999999999999996,0.0,0.0,3.0,0.0,11.0,28.999999999999996,23.0,,,,,,,,,,,,,
